path,valence,arousal,dominance
audio\audio_train\30595_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30596_happiness.wav,0.81,0.51,0.46
audio\audio_train\30597_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30598_happiness.wav,0.81,0.51,0.46
audio\audio_train\30599_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30600_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30601_happiness.wav,0.81,0.51,0.46
audio\audio_train\30602_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30603_neutral.wav,0.0,0.0,0.0
audio\audio_train\30605_anger.wav,-0.51,0.59,0.25
audio\audio_train\30606_happiness.wav,0.81,0.51,0.46
audio\audio_train\30607_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30608_happiness.wav,0.81,0.51,0.46
audio\audio_train\30611_happiness.wav,0.81,0.51,0.46
audio\audio_train\30612_anger.wav,-0.51,0.59,0.25
audio\audio_train\30613_happiness.wav,0.81,0.51,0.46
audio\audio_train\30614_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30615_neutral.wav,0.0,0.0,0.0
audio\audio_train\30616_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30617_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30618_happiness.wav,0.81,0.51,0.46
audio\audio_train\30619_neutral.wav,0.0,0.0,0.0
audio\audio_train\30620_happiness.wav,0.81,0.51,0.46
audio\audio_train\30622_happiness.wav,0.81,0.51,0.46
audio\audio_train\30624_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30625_happiness.wav,0.81,0.51,0.46
audio\audio_train\30626_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30627_happiness.wav,0.81,0.51,0.46
audio\audio_train\30628_happiness.wav,0.81,0.51,0.46
audio\audio_train\30630_anger.wav,-0.51,0.59,0.25
audio\audio_train\30631_anger.wav,-0.51,0.59,0.25
audio\audio_train\30632_neutral.wav,0.0,0.0,0.0
audio\audio_train\30633_neutral.wav,0.0,0.0,0.0
audio\audio_train\30634_happiness.wav,0.81,0.51,0.46
audio\audio_train\30635_happiness.wav,0.81,0.51,0.46
audio\audio_train\30636_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30637_anger.wav,-0.51,0.59,0.25
audio\audio_train\30638_neutral.wav,0.0,0.0,0.0
audio\audio_train\30639_neutral.wav,0.0,0.0,0.0
audio\audio_train\30640_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30641_happiness.wav,0.81,0.51,0.46
audio\audio_train\30642_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30643_neutral.wav,0.0,0.0,0.0
audio\audio_train\30644_anger.wav,-0.51,0.59,0.25
audio\audio_train\30645_neutral.wav,0.0,0.0,0.0
audio\audio_train\30646_anger.wav,-0.51,0.59,0.25
audio\audio_train\30647_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30648_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30649_anger.wav,-0.51,0.59,0.25
audio\audio_train\30650_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30651_neutral.wav,0.0,0.0,0.0
audio\audio_train\30652_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30653_neutral.wav,0.0,0.0,0.0
audio\audio_train\30654_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30655_neutral.wav,0.0,0.0,0.0
audio\audio_train\30656_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30657_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30658_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30659_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30660_neutral.wav,0.0,0.0,0.0
audio\audio_train\30661_neutral.wav,0.0,0.0,0.0
audio\audio_train\30662_happiness.wav,0.81,0.51,0.46
audio\audio_train\30663_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30664_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30666_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30667_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30669_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30670_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30671_neutral.wav,0.0,0.0,0.0
audio\audio_train\30673_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30674_anger.wav,-0.51,0.59,0.25
audio\audio_train\30675_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30676_anger.wav,-0.51,0.59,0.25
audio\audio_train\30677_neutral.wav,0.0,0.0,0.0
audio\audio_train\30678_anger.wav,-0.51,0.59,0.25
audio\audio_train\30679_neutral.wav,0.0,0.0,0.0
audio\audio_train\30680_neutral.wav,0.0,0.0,0.0
audio\audio_train\30681_happiness.wav,0.81,0.51,0.46
audio\audio_train\30682_neutral.wav,0.0,0.0,0.0
audio\audio_train\30683_anger.wav,-0.51,0.59,0.25
audio\audio_train\30684_happiness.wav,0.81,0.51,0.46
audio\audio_train\30685_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30686_neutral.wav,0.0,0.0,0.0
audio\audio_train\30687_happiness.wav,0.81,0.51,0.46
audio\audio_train\30688_happiness.wav,0.81,0.51,0.46
audio\audio_train\30689_neutral.wav,0.0,0.0,0.0
audio\audio_train\30690_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30691_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30692_anger.wav,-0.51,0.59,0.25
audio\audio_train\30693_happiness.wav,0.81,0.51,0.46
audio\audio_train\30694_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30697_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30698_anger.wav,-0.51,0.59,0.25
audio\audio_train\30699_anger.wav,-0.51,0.59,0.25
audio\audio_train\30700_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30701_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30702_happiness.wav,0.81,0.51,0.46
audio\audio_train\30703_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30705_neutral.wav,0.0,0.0,0.0
audio\audio_train\30706_happiness.wav,0.81,0.51,0.46
audio\audio_train\30707_neutral.wav,0.0,0.0,0.0
audio\audio_train\30708_neutral.wav,0.0,0.0,0.0
audio\audio_train\30709_neutral.wav,0.0,0.0,0.0
audio\audio_train\30710_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30712_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30713_neutral.wav,0.0,0.0,0.0
audio\audio_train\30714_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30715_neutral.wav,0.0,0.0,0.0
audio\audio_train\30716_neutral.wav,0.0,0.0,0.0
audio\audio_train\30717_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30718_neutral.wav,0.0,0.0,0.0
audio\audio_train\30719_happiness.wav,0.81,0.51,0.46
audio\audio_train\30720_happiness.wav,0.81,0.51,0.46
audio\audio_train\30721_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30722_neutral.wav,0.0,0.0,0.0
audio\audio_train\30723_neutral.wav,0.0,0.0,0.0
audio\audio_train\30724_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30725_happiness.wav,0.81,0.51,0.46
audio\audio_train\30726_neutral.wav,0.0,0.0,0.0
audio\audio_train\30728_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30729_neutral.wav,0.0,0.0,0.0
audio\audio_train\30730_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30731_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30732_happiness.wav,0.81,0.51,0.46
audio\audio_train\30733_neutral.wav,0.0,0.0,0.0
audio\audio_train\30734_neutral.wav,0.0,0.0,0.0
audio\audio_train\30735_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30736_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30737_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30738_anger.wav,-0.51,0.59,0.25
audio\audio_train\30739_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30740_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30741_neutral.wav,0.0,0.0,0.0
audio\audio_train\30742_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30743_anger.wav,-0.51,0.59,0.25
audio\audio_train\30744_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30745_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30746_neutral.wav,0.0,0.0,0.0
audio\audio_train\30747_neutral.wav,0.0,0.0,0.0
audio\audio_train\30748_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30749_neutral.wav,0.0,0.0,0.0
audio\audio_train\30750_neutral.wav,0.0,0.0,0.0
audio\audio_train\30751_anger.wav,-0.51,0.59,0.25
audio\audio_train\30752_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30753_neutral.wav,0.0,0.0,0.0
audio\audio_train\30754_happiness.wav,0.81,0.51,0.46
audio\audio_train\30755_happiness.wav,0.81,0.51,0.46
audio\audio_train\30756_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30757_neutral.wav,0.0,0.0,0.0
audio\audio_train\30758_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30759_happiness.wav,0.81,0.51,0.46
audio\audio_train\30760_happiness.wav,0.81,0.51,0.46
audio\audio_train\30761_anger.wav,-0.51,0.59,0.25
audio\audio_train\30762_happiness.wav,0.81,0.51,0.46
audio\audio_train\30763_anger.wav,-0.51,0.59,0.25
audio\audio_train\30764_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30765_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30766_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30767_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30768_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30769_neutral.wav,0.0,0.0,0.0
audio\audio_train\30770_happiness.wav,0.81,0.51,0.46
audio\audio_train\30771_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30772_happiness.wav,0.81,0.51,0.46
audio\audio_train\30773_anger.wav,-0.51,0.59,0.25
audio\audio_train\30774_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30775_anger.wav,-0.51,0.59,0.25
audio\audio_train\30776_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30777_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30778_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30779_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30780_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30781_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30782_neutral.wav,0.0,0.0,0.0
audio\audio_train\30783_happiness.wav,0.81,0.51,0.46
audio\audio_train\30784_happiness.wav,0.81,0.51,0.46
audio\audio_train\30785_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30787_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30788_happiness.wav,0.81,0.51,0.46
audio\audio_train\30789_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30790_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30791_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30792_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30793_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30794_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30795_anger.wav,-0.51,0.59,0.25
audio\audio_train\30796_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30797_happiness.wav,0.81,0.51,0.46
audio\audio_train\30798_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30799_anger.wav,-0.51,0.59,0.25
audio\audio_train\30800_anger.wav,-0.51,0.59,0.25
audio\audio_train\30801_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30802_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30803_anger.wav,-0.51,0.59,0.25
audio\audio_train\30804_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30805_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30806_neutral.wav,0.0,0.0,0.0
audio\audio_train\30807_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30808_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30809_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30810_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30811_anger.wav,-0.51,0.59,0.25
audio\audio_train\30812_happiness.wav,0.81,0.51,0.46
audio\audio_train\30813_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30814_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30816_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30817_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30818_neutral.wav,0.0,0.0,0.0
audio\audio_train\30819_neutral.wav,0.0,0.0,0.0
audio\audio_train\30820_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30821_neutral.wav,0.0,0.0,0.0
audio\audio_train\30822_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30823_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30825_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30826_anger.wav,-0.51,0.59,0.25
audio\audio_train\30827_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30828_anger.wav,-0.51,0.59,0.25
audio\audio_train\30829_anger.wav,-0.51,0.59,0.25
audio\audio_train\30830_neutral.wav,0.0,0.0,0.0
audio\audio_train\30831_anger.wav,-0.51,0.59,0.25
audio\audio_train\30832_neutral.wav,0.0,0.0,0.0
audio\audio_train\30833_anger.wav,-0.51,0.59,0.25
audio\audio_train\30834_neutral.wav,0.0,0.0,0.0
audio\audio_train\30835_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30836_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30837_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30838_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30839_neutral.wav,0.0,0.0,0.0
audio\audio_train\30840_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30841_neutral.wav,0.0,0.0,0.0
audio\audio_train\30842_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30843_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30844_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30845_happiness.wav,0.81,0.51,0.46
audio\audio_train\30846_neutral.wav,0.0,0.0,0.0
audio\audio_train\30847_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30848_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30849_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30850_neutral.wav,0.0,0.0,0.0
audio\audio_train\30851_neutral.wav,0.0,0.0,0.0
audio\audio_train\30852_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30853_neutral.wav,0.0,0.0,0.0
audio\audio_train\30854_anger.wav,-0.51,0.59,0.25
audio\audio_train\30855_neutral.wav,0.0,0.0,0.0
audio\audio_train\30856_anger.wav,-0.51,0.59,0.25
audio\audio_train\30857_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30858_happiness.wav,0.81,0.51,0.46
audio\audio_train\30859_neutral.wav,0.0,0.0,0.0
audio\audio_train\30860_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30861_happiness.wav,0.81,0.51,0.46
audio\audio_train\30862_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30863_happiness.wav,0.81,0.51,0.46
audio\audio_train\30864_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30865_happiness.wav,0.81,0.51,0.46
audio\audio_train\30866_anger.wav,-0.51,0.59,0.25
audio\audio_train\30867_neutral.wav,0.0,0.0,0.0
audio\audio_train\30868_happiness.wav,0.81,0.51,0.46
audio\audio_train\30869_happiness.wav,0.81,0.51,0.46
audio\audio_train\30870_anger.wav,-0.51,0.59,0.25
audio\audio_train\30871_anger.wav,-0.51,0.59,0.25
audio\audio_train\30872_anger.wav,-0.51,0.59,0.25
audio\audio_train\30873_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30874_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30875_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30876_neutral.wav,0.0,0.0,0.0
audio\audio_train\30877_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30878_neutral.wav,0.0,0.0,0.0
audio\audio_train\30879_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30880_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30881_happiness.wav,0.81,0.51,0.46
audio\audio_train\30882_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30883_anger.wav,-0.51,0.59,0.25
audio\audio_train\30884_happiness.wav,0.81,0.51,0.46
audio\audio_train\30885_happiness.wav,0.81,0.51,0.46
audio\audio_train\30886_happiness.wav,0.81,0.51,0.46
audio\audio_train\30887_neutral.wav,0.0,0.0,0.0
audio\audio_train\30888_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30889_neutral.wav,0.0,0.0,0.0
audio\audio_train\30890_neutral.wav,0.0,0.0,0.0
audio\audio_train\30891_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30892_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30893_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30894_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30895_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30896_anger.wav,-0.51,0.59,0.25
audio\audio_train\30897_happiness.wav,0.81,0.51,0.46
audio\audio_train\30898_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30899_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30900_happiness.wav,0.81,0.51,0.46
audio\audio_train\30901_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30902_neutral.wav,0.0,0.0,0.0
audio\audio_train\30903_anger.wav,-0.51,0.59,0.25
audio\audio_train\30904_happiness.wav,0.81,0.51,0.46
audio\audio_train\30905_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30906_neutral.wav,0.0,0.0,0.0
audio\audio_train\30907_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30908_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30909_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30910_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30911_anger.wav,-0.51,0.59,0.25
audio\audio_train\30912_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30913_neutral.wav,0.0,0.0,0.0
audio\audio_train\30915_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30916_anger.wav,-0.51,0.59,0.25
audio\audio_train\30917_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30918_happiness.wav,0.81,0.51,0.46
audio\audio_train\30919_neutral.wav,0.0,0.0,0.0
audio\audio_train\30920_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30921_neutral.wav,0.0,0.0,0.0
audio\audio_train\30922_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30923_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30924_happiness.wav,0.81,0.51,0.46
audio\audio_train\30925_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30927_happiness.wav,0.81,0.51,0.46
audio\audio_train\30928_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30929_anger.wav,-0.51,0.59,0.25
audio\audio_train\30930_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30931_neutral.wav,0.0,0.0,0.0
audio\audio_train\30932_anger.wav,-0.51,0.59,0.25
audio\audio_train\30933_neutral.wav,0.0,0.0,0.0
audio\audio_train\30934_happiness.wav,0.81,0.51,0.46
audio\audio_train\30935_happiness.wav,0.81,0.51,0.46
audio\audio_train\30936_happiness.wav,0.81,0.51,0.46
audio\audio_train\30937_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30938_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30939_neutral.wav,0.0,0.0,0.0
audio\audio_train\30940_happiness.wav,0.81,0.51,0.46
audio\audio_train\30942_happiness.wav,0.81,0.51,0.46
audio\audio_train\30943_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30944_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30945_neutral.wav,0.0,0.0,0.0
audio\audio_train\30946_happiness.wav,0.81,0.51,0.46
audio\audio_train\30947_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30948_happiness.wav,0.81,0.51,0.46
audio\audio_train\30949_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30950_neutral.wav,0.0,0.0,0.0
audio\audio_train\30951_neutral.wav,0.0,0.0,0.0
audio\audio_train\30952_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30953_happiness.wav,0.81,0.51,0.46
audio\audio_train\30954_anger.wav,-0.51,0.59,0.25
audio\audio_train\30955_anger.wav,-0.51,0.59,0.25
audio\audio_train\30957_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30958_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30959_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30960_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30961_neutral.wav,0.0,0.0,0.0
audio\audio_train\30962_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30963_anger.wav,-0.51,0.59,0.25
audio\audio_train\30964_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30966_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30967_anger.wav,-0.51,0.59,0.25
audio\audio_train\30968_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30970_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30971_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30972_neutral.wav,0.0,0.0,0.0
audio\audio_train\30973_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30974_happiness.wav,0.81,0.51,0.46
audio\audio_train\30975_neutral.wav,0.0,0.0,0.0
audio\audio_train\30976_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30977_happiness.wav,0.81,0.51,0.46
audio\audio_train\30978_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30979_disgust.wav,-0.6,0.35,0.11
audio\audio_train\30980_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30981_anger.wav,-0.51,0.59,0.25
audio\audio_train\30982_surprise.wav,0.4,0.67,-0.13
audio\audio_train\30983_anger.wav,-0.51,0.59,0.25
audio\audio_train\30984_neutral.wav,0.0,0.0,0.0
audio\audio_train\30985_anger.wav,-0.51,0.59,0.25
audio\audio_train\30986_happiness.wav,0.81,0.51,0.46
audio\audio_train\30987_happiness.wav,0.81,0.51,0.46
audio\audio_train\30989_neutral.wav,0.0,0.0,0.0
audio\audio_train\30990_neutral.wav,0.0,0.0,0.0
audio\audio_train\30991_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30992_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30993_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30994_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\30995_happiness.wav,0.81,0.51,0.46
audio\audio_train\30996_neutral.wav,0.0,0.0,0.0
audio\audio_train\30997_fear.wav,-0.64,0.6,-0.43
audio\audio_train\30998_anger.wav,-0.51,0.59,0.25
audio\audio_train\30999_neutral.wav,0.0,0.0,0.0
audio\audio_train\31000_neutral.wav,0.0,0.0,0.0
audio\audio_train\31001_anger.wav,-0.51,0.59,0.25
audio\audio_train\31002_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31003_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31004_surprise.wav,0.4,0.67,-0.13
audio\audio_train\31005_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\31006_anger.wav,-0.51,0.59,0.25
audio\audio_train\31007_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31008_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\31009_neutral.wav,0.0,0.0,0.0
audio\audio_train\31010_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\31012_happiness.wav,0.81,0.51,0.46
audio\audio_train\31014_fear.wav,-0.64,0.6,-0.43
audio\audio_train\31015_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31016_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31017_surprise.wav,0.4,0.67,-0.13
audio\audio_train\31018_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31019_happiness.wav,0.81,0.51,0.46
audio\audio_train\31020_anger.wav,-0.51,0.59,0.25
audio\audio_train\31021_happiness.wav,0.81,0.51,0.46
audio\audio_train\31022_anger.wav,-0.51,0.59,0.25
audio\audio_train\31023_surprise.wav,0.4,0.67,-0.13
audio\audio_train\31024_anger.wav,-0.51,0.59,0.25
audio\audio_train\31025_happiness.wav,0.81,0.51,0.46
audio\audio_train\31027_fear.wav,-0.64,0.6,-0.43
audio\audio_train\31028_happiness.wav,0.81,0.51,0.46
audio\audio_train\31029_surprise.wav,0.4,0.67,-0.13
audio\audio_train\31030_neutral.wav,0.0,0.0,0.0
audio\audio_train\31031_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31032_anger.wav,-0.51,0.59,0.25
audio\audio_train\31033_anger.wav,-0.51,0.59,0.25
audio\audio_train\31034_neutral.wav,0.0,0.0,0.0
audio\audio_train\31035_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\31036_fear.wav,-0.64,0.6,-0.43
audio\audio_train\31037_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31038_fear.wav,-0.64,0.6,-0.43
audio\audio_train\31039_happiness.wav,0.81,0.51,0.46
audio\audio_train\31040_neutral.wav,0.0,0.0,0.0
audio\audio_train\31041_surprise.wav,0.4,0.67,-0.13
audio\audio_train\31043_neutral.wav,0.0,0.0,0.0
audio\audio_train\31044_disgust.wav,-0.6,0.35,0.11
audio\audio_train\31045_anger.wav,-0.51,0.59,0.25
audio\audio_train\31046_surprise.wav,0.4,0.67,-0.13
audio\audio_train\31047_happiness.wav,0.81,0.51,0.46
audio\audio_train\31048_surprise.wav,0.4,0.67,-0.13
audio\audio_train\31049_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\31050_neutral.wav,0.0,0.0,0.0
audio\audio_train\31051_happiness.wav,0.81,0.51,0.46
audio\audio_train\31052_neutral.wav,0.0,0.0,0.0
audio\audio_train\31053_fear.wav,-0.64,0.6,-0.43
